region,week,title,artist,url,best_viral_rank,avg_viral_rank,viral_days_on_chart,breakout_probability
Czech Republic,2021-12-13,Swimming Pool,Marie Madeleine,https://open.spotify.com/track/3BMqVk2NJbH4fxf84e8kDC,6,7.285714285714286,7,0.6918495705061048
Romania,2021-12-13,Own Brand Freestyle,"FelixThe1st, Dreya Mac, Finch Fetti",https://open.spotify.com/track/6Jzdxguk63s6CVVXHIrQ0x,16,23.0,7,0.6918490711386684
Estonia,2021-12-13,Больно Или Было,MILOVA,https://open.spotify.com/track/0mVBMBnDOpVPgzSFu5MygE,11,14.714285714285714,7,0.6918311880564038
Philippines,2021-12-13,abcdefu,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,2,2.0,7,0.6915871621245101
Taiwan,2021-12-13,LOST IN PARADISE,"ALI, AKLO",https://open.spotify.com/track/7kRKlFCFLAUwt43HWtauhX,17,21.571428571428573,7,0.6915567064640181
Ireland,2021-12-13,Stop The Cavalry,Jona Lewie,https://open.spotify.com/track/2bPQuniBB9x0fRtxDly0kr,15,17.428571428571427,7,0.691365393797124
Ukraine,2021-12-13,astral step,shadowraze,https://open.spotify.com/track/47iHvzU9Po0e6raFlgLBOF,7,9.571428571428571,7,0.6913370067142026
Singapore,2021-12-13,Habibi - Albanian Remix,"Ricky Rich, Dardan, DJ Gimi-O",https://open.spotify.com/track/2sHYMLUd4nVLxHPKY05Ein,6,7.142857142857143,7,0.6912652586638949
Colombia,2021-12-13,No se habla de Bruno,"Carolina Gaitán - La Gaita, Mauro Castillo, Daniela Sierra, Juanse Diez, Isabel Garcés, Olga Lucía Vives, Encanto - Elenco",https://open.spotify.com/track/5QKk5N5xJQGsWMhPM80Kfv,3,3.0,7,0.6908712851181289
Greece,2021-12-13,Come Over (Again),Crawlers,https://open.spotify.com/track/4PDJDIdWxNN1AlnbrKkoPf,18,21.0,7,0.6905836262070313
Paraguay,2021-12-13,Nothing,Bruno Major,https://open.spotify.com/track/2IAR0DziHCjSu16gR4ihvy,23,31.428571428571427,7,0.6905204242941226
Philippines,2021-12-13,I AM WOMAN,Emmy Meli,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb,1,1.0,7,0.6903489578254005
Lithuania,2021-12-13,Chandelier,Will Paquin,https://open.spotify.com/track/3REELyDyt5SPKX2387Zubv,15,18.857142857142858,7,0.6902796689503199
Guatemala,2021-12-13,Yo Quiero Quebrarte,Los Felinos,https://open.spotify.com/track/0Byi0pNpSr0FKDQ8HtMwKY,8,10.428571428571429,7,0.6902471778622671
United Kingdom,2021-12-13,It's Called: Freefall,Rainbow Kitten Surprise,https://open.spotify.com/track/474uVhyGgK5MtY9gMcDgGl,21,26.714285714285715,7,0.6900482158443553
Dominican Republic,2021-12-13,Mon Amour - Remix,"zzoilo, Aitana",https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R,4,4.714285714285714,7,0.6900067323024703
Paraguay,2021-12-13,Two Birds,Regina Spektor,https://open.spotify.com/track/2n0U2OG5d6TuW5mKx7YrC0,13,16.857142857142858,7,0.689940678900473
Egypt,2021-12-13,Die For You,"VALORANT, Grabbitz",https://open.spotify.com/track/2lz3zjQ5QCVXiyOzIk02vW,4,5.714285714285714,7,0.68986765514248
Italy,2021-12-13,HAUT LES COEURS,Fauve,https://open.spotify.com/track/7vOgeTXzf58jQdV5127Kfu,6,6.0,7,0.6897605698590603
Estonia,2021-12-13,Sahara,Hensonn,https://open.spotify.com/track/6nqdgUTiWt4JbABDurkxMI,25,31.857142857142858,7,0.6889180248183214
Indonesia,2021-12-13,Habibi - Albanian Remix,"Ricky Rich, Dardan, DJ Gimi-O",https://open.spotify.com/track/2sHYMLUd4nVLxHPKY05Ein,17,24.428571428571427,7,0.6888944109145678
Peru,2021-12-13,Toxic,BoyWithUke,https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v,12,12.714285714285714,7,0.6886145354156971
Dominican Republic,2021-12-13,Two Birds,Regina Spektor,https://open.spotify.com/track/2n0U2OG5d6TuW5mKx7YrC0,17,27.428571428571427,7,0.6885232377262663
Guatemala,2021-12-13,Taca a Xereca pra Mim,MC Kaique da VP,https://open.spotify.com/track/2GqCEJpzmD81AJ2H0Hyz5T,4,5.0,7,0.6884636555094081
Morocco,2021-12-13,كيفاش نخليك,"Mohamed Rifai, Hind Sdassi",https://open.spotify.com/track/0oaCbb3lplo9YIjdlwLspn,22,24.571428571428573,7,0.6882495948613108
Brazil,2021-12-13,MIDDLE OF THE NIGHT,Elley Duhé,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,18,18.142857142857142,7,0.6882354553009641
Portugal,2021-12-13,Formosa,"Kaio Viana, MC CJ",https://open.spotify.com/track/1QmupixsVNc0osesKXraZC,6,16.4,5,0.6881786329213925
Guatemala,2021-12-13,Nadie Va A Pensar En Ti Mejor Que Yo,Conjunto Rienda Real,https://open.spotify.com/track/30eHHpkjMNqb2F0V8nXjbJ,20,30.714285714285715,7,0.6881427278724455
Philippines,2021-12-13,Die For You,"VALORANT, Grabbitz",https://open.spotify.com/track/2lz3zjQ5QCVXiyOzIk02vW,3,3.4285714285714284,7,0.6881019691805939
South Korea,2021-12-13,"MERRY-GO-ROUND (Feat. Zion.T, Wonstein) (Prod. Slom)",sokodomo,https://open.spotify.com/track/2eLe81VDUQ5f0xFfc9cMWz,1,1.4285714285714286,7,0.6878503247752064
Czech Republic,2021-12-13,Cizinci (Zabijak),"Franklin Catch, Rakys",https://open.spotify.com/track/4NAWAO9TMsQoiF8Vrp7qgQ,4,4.428571428571429,7,0.6877607514820353
Portugal,2021-12-13,Coming for You (feat. A1 x J1),SwitchOTR,https://open.spotify.com/track/1xIqDFx3KdByBnKMlTECcM,14,19.714285714285715,7,0.6871123310017622
South Africa,2021-12-13,Baby Riddim,Fave,https://open.spotify.com/track/77eZIuMTB9HrQ86L4ljqEX,28,33.714285714285715,7,0.6870764822983747
Dominican Republic,2021-12-13,Infinity,Jaymes Young,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK,18,23.142857142857142,7,0.6865225708760989
Czech Republic,2021-12-13,DTB,Merczz,https://open.spotify.com/track/6BoXckigjvnIAZVQV6lELq,7,10.857142857142858,7,0.6864370116174612
Slovakia,2021-12-13,Stíny,Viktor Sheen,https://open.spotify.com/track/0J3SIAOndpL1MS2Vq2RMQ9,7,9.428571428571429,7,0.6860990176904004
South Africa,2021-12-13,MIDDLE OF THE NIGHT,Elley Duhé,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,16,23.571428571428573,7,0.6857539499296289
Dominican Republic,2021-12-13,Taca a Xereca pra Mim,MC Kaique da VP,https://open.spotify.com/track/2GqCEJpzmD81AJ2H0Hyz5T,8,9.0,7,0.6857512476937172
Egypt,2021-12-13,abcdefu (angrier),GAYLE,https://open.spotify.com/track/1EQFOouqdKYdpbNoOHRVO2,29,31.0,7,0.6854636949219246
Norway,2021-12-13,Super Max!,Pitstop Boys,https://open.spotify.com/track/4gqOzJPGNCvEnS1u5YHOkp,1,1.8571428571428572,7,0.685148285937111
Uruguay,2021-12-13,CULPA,"WOS, Ricardo Mollo",https://open.spotify.com/track/0BTJ7QpDRjinzAy8KQMAp8,19,21.142857142857142,7,0.6851422040404801
Ecuador,2021-12-13,Taca a Xereca pra Mim,MC Kaique da VP,https://open.spotify.com/track/2GqCEJpzmD81AJ2H0Hyz5T,4,5.0,7,0.6849614336465863
Saudi Arabia,2021-12-13,Moth To A Flame (with The Weeknd),Swedish House Mafia,https://open.spotify.com/track/2gpWyfu7eZ01zzncHpxOtA,27,30.857142857142858,7,0.6846462820445515
Paraguay,2021-12-13,Mon Amour - Remix,"zzoilo, Aitana",https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R,10,10.714285714285714,7,0.6845905123476389
Panama,2021-12-13,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB,32,36.0,7,0.6844432095016668
Turkey,2021-12-13,Gamzedeyim Deva Bulmam,"Dedublüman, Çağrı Çelik",https://open.spotify.com/track/6glvSyTo1y4WLtX0mnDq83,3,3.4285714285714284,7,0.6844429128978446
Thailand,2021-12-13,หลงรัก,Newery,https://open.spotify.com/track/7I2Bjzi60jFT1upSTDhHkB,35,38.0,7,0.6844144149023127
United Arab Emirates,2021-12-13,La Espada,Eternal Raijin,https://open.spotify.com/track/6w969Gr8VhF02vaHs67oo9,17,23.142857142857142,7,0.6843272064025319
Luxembourg,2021-12-13,Infinity,Jaymes Young,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK,5,6.571428571428571,7,0.6842386556932977
Peru,2021-12-13,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB,28,30.857142857142858,7,0.6840467128546794
Israel,2021-12-13,Mon Amour - Remix,"zzoilo, Aitana",https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R,23,29.428571428571427,7,0.6837708799603358
Latvia,2021-12-13,Alien Blues,Vundabar,https://open.spotify.com/track/6UjeFOCGYgMpBUtqKg1Je3,3,5.285714285714286,7,0.6837046642499267
Ukraine,2021-12-13,Marmalade,"Miyagi & Andy Panda, Mav-d",https://open.spotify.com/track/7rvEwAILTqxBpdIyUifkE8,24,28.571428571428573,7,0.6835274252793103
Paraguay,2021-12-13,Pa Tra Rkt,"Callejero Fino, Pusho DJ",https://open.spotify.com/track/1CpRJLarXSUho5AopXxNQj,13,17.0,7,0.6833222937509222
El Salvador,2021-12-13,Notion,The Rare Occasions,https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4,7,12.571428571428571,7,0.6831146929952581
South Africa,2021-12-13,abcdefu (angrier),GAYLE,https://open.spotify.com/track/1EQFOouqdKYdpbNoOHRVO2,14,17.428571428571427,7,0.6830675266531728
Costa Rica,2021-12-13,Fall in Love with You.,Montell Fish,https://open.spotify.com/track/31MQR9rOHRXyg4J01hRY1h,28,31.285714285714285,7,0.6830427601034236
Philippines,2021-12-13,Ligaya,mrld,https://open.spotify.com/track/3sJKnpDvliJ9OH4cORjatB,7,7.857142857142857,7,0.6827684616681517
Chile,2021-12-13,I AM WOMAN,Emmy Meli,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb,1,1.1428571428571428,7,0.6822309602501859
Latvia,2021-12-13,Лёд,"LXNER, WENARO",https://open.spotify.com/track/7D8k995g6jdie4NF1E7Tpu,22,28.666666666666668,6,0.6819199508459334
Brazil,2021-12-13,Vapo Vapo na Tcheca Tcheca,"Dj Lafon, MC LEON",https://open.spotify.com/track/7KhfjGTi9xPmWR25NLiRdZ,9,10.285714285714286,7,0.6818202606090024
Honduras,2021-12-13,La Diferencia,Vicente Fernández,https://open.spotify.com/track/6wwMqdntt3An3mmVSb613i,19,26.5,6,0.6817709613060117
Ireland,2021-12-13,I AM WOMAN,Emmy Meli,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb,1,1.7142857142857142,7,0.6815544280676501
Luxembourg,2021-12-13,Pope Is a Rockstar,SALES,https://open.spotify.com/track/0So2sgVa8aJiARPl2P29u2,7,10.285714285714286,7,0.681401277704019
Chile,2021-12-13,Mi Waxita,"Nickoog Clk, Standly, Izahn",https://open.spotify.com/track/6phCM48H3WCQfy7MCYwy0A,19,21.0,7,0.6812731370694849
Luxembourg,2021-12-13,Fairytale of New York (feat. Kirsty MacColl),The Pogues,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK,4,7.428571428571429,7,0.681163607803552
Mexico,2021-12-13,No se habla de Bruno,"Carolina Gaitán - La Gaita, Mauro Castillo, Daniela Sierra, Juanse Diez, Isabel Garcés, Olga Lucía Vives, Encanto - Elenco",https://open.spotify.com/track/5QKk5N5xJQGsWMhPM80Kfv,4,4.714285714285714,7,0.6811057742804211
Ukraine,2021-12-13,Sahara,Hensonn,https://open.spotify.com/track/6nqdgUTiWt4JbABDurkxMI,8,11.571428571428571,7,0.681018868311753
Romania,2021-12-13,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ,16,18.714285714285715,7,0.6806021569327184
Latvia,2021-12-13,I AM WOMAN,Emmy Meli,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb,4,5.857142857142857,7,0.6805500742470331
Turkey,2021-12-13,abcdefu,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,1,1.8571428571428572,7,0.6797331786343231
Taiwan,2021-12-13,我不是刘德华,"新地, 卢克",https://open.spotify.com/track/1n2FscRmwzATPycaKCIr90,3,3.5,4,0.6792837862655765
Peru,2021-12-13,MIDDLE OF THE NIGHT,Elley Duhé,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,17,19.714285714285715,7,0.6792448286416521
Indonesia,2021-12-13,Helikopter,Fazlija,https://open.spotify.com/track/3xGOOOPD2HjErQLyRFk5Wf,3,3.7142857142857144,7,0.6792375235232758
Slovakia,2021-12-13,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ,13,14.571428571428571,7,0.6792218065450448
Colombia,2021-12-13,Monastery,"Ryan Castro, Feid",https://open.spotify.com/track/1JpzJfxjHGFUyTHXLZidok,7,7.0,7,0.6791480415584713
Egypt,2021-12-13,Matgreesh,"VLI WEEZY, Molotof",https://open.spotify.com/track/3RKzFNbYS8iiBGJCrfbVbb,17,18.0,7,0.6787827263418449
Ireland,2021-12-13,abcdefu,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,3,3.4285714285714284,7,0.6785810076153564
Chile,2021-12-13,Taca a Xereca pra Mim,MC Kaique da VP,https://open.spotify.com/track/2GqCEJpzmD81AJ2H0Hyz5T,3,4.857142857142857,7,0.678375502667674
Costa Rica,2021-12-13,Pope Is a Rockstar,SALES,https://open.spotify.com/track/0So2sgVa8aJiARPl2P29u2,8,17.8,5,0.6783543346210876
Paraguay,2021-12-13,Toxic,BoyWithUke,https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v,25,27.285714285714285,7,0.6779717512509795
Guatemala,2021-12-13,Aca Entre Nos,Vicente Fernández,https://open.spotify.com/track/2FDFz5TuYlpP180AUicAcl,11,14.833333333333334,6,0.6779465088487594
Colombia,2021-12-13,En lo profundo/Peso,Sugey Torres,https://open.spotify.com/track/4mEIqavz99DpHXxi3wK46I,6,6.0,7,0.6778831574838741
Turkey,2021-12-13,Gözleri Bal,Melek Ashraf,https://open.spotify.com/track/29B1zrO11EY3bCRbkxCgZB,3,3.7142857142857144,7,0.6776986307086973
Guatemala,2021-12-13,Fumando Mota,Los Lara,https://open.spotify.com/track/2ytQws1jfyFcY2K2MDUfzd,5,9.333333333333334,3,0.6775448924671418
Costa Rica,2021-12-13,DANCE CRIP,Trueno,https://open.spotify.com/track/1kjs5eR4DMzyB0gm1Z8waV,4,4.714285714285714,7,0.6775251157016969
Romania,2021-12-13,Helikopter,Fazlija,https://open.spotify.com/track/3xGOOOPD2HjErQLyRFk5Wf,6,10.0,7,0.677419112979133
South Africa,2021-12-13,Habibi,"Ricky Rich, ARAM Mafia",https://open.spotify.com/track/5lrq8sHObtY0xMmF7Ukzl7,24,35.5,4,0.677249015782433
Panama,2021-12-13,Sweet Night,V,https://open.spotify.com/track/39EXZNMxb4RBHlRjnRaOKp,11,14.571428571428571,7,0.6771544192457254
Morocco,2021-12-13,Ça dépend,"Flenn, Syc",https://open.spotify.com/track/5IQgqdOpizKkUmiwAcyCuu,26,29.428571428571427,7,0.6771047139202606
Ecuador,2021-12-13,Pope Is a Rockstar,SALES,https://open.spotify.com/track/0So2sgVa8aJiARPl2P29u2,10,22.0,6,0.6770079381450662
Dominican Republic,2021-12-13,Toxic,BoyWithUke,https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v,20,27.142857142857142,7,0.6769435202859829
Hungary,2021-12-13,Sahara,Hensonn,https://open.spotify.com/track/6nqdgUTiWt4JbABDurkxMI,20,29.166666666666668,6,0.6766353939760458
Ukraine,2021-12-13,Месяц,Palina,https://open.spotify.com/track/6ld52YcdNV7pdvIs69u4tP,12,14.0,7,0.6765106845993586
Nicaragua,2021-12-13,A Mi Manera - En Vivo [Un Azteca en el Azteca],Vicente Fernández,https://open.spotify.com/track/78fl7FwLL7HK60Oa6xg4Ng,17,26.0,6,0.6764308492655283
Guatemala,2021-12-13,la rica boa,DJ BULBO,https://open.spotify.com/track/5f1NXTAbZEMe0jfBZ67uqX,11,16.142857142857142,7,0.6760392269264888
Austria,2021-12-13,4am,JBee,https://open.spotify.com/track/3jTWd38NseaNnSuIK2Ybsp,17,25.857142857142858,7,0.6759782962160696
Poland,2021-12-13,Pope Is a Rockstar,SALES,https://open.spotify.com/track/0So2sgVa8aJiARPl2P29u2,10,11.714285714285714,7,0.6752837963600313
South Africa,2021-12-13,Dirty Little Animals (From the series Arcane League of Legends),BONES UK,https://open.spotify.com/track/2ZuDGsKSJpQdJmpknJ7ypF,29,36.714285714285715,7,0.6752244790334473
Slovakia,2021-12-13,The Perfect Girl,Mareux,https://open.spotify.com/track/5RBOcBpJXaNnHCGViJmYhh,14,16.5,6,0.6750930290535506
Germany,2021-12-13,Super Max!,Pitstop Boys,https://open.spotify.com/track/4gqOzJPGNCvEnS1u5YHOkp,3,5.142857142857143,7,0.6750101958881614
Ecuador,2021-12-13,Own Brand Freestyle,"FelixThe1st, Dreya Mac, Finch Fetti",https://open.spotify.com/track/6Jzdxguk63s6CVVXHIrQ0x,21,26.571428571428573,7,0.6749090655033594
Romania,2021-12-13,Notion,The Rare Occasions,https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4,17,22.714285714285715,7,0.6748939167549458
Spain,2021-12-13,I AM WOMAN,Emmy Meli,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb,1,1.0,7,0.6746047052826297
Israel,2021-12-13,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ,9,10.428571428571429,7,0.6742817890337024
Luxembourg,2021-12-13,Pepas,Farruko,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni,19,27.0,7,0.6741853333162992
Vietnam,2021-12-13,Infinity,Jaymes Young,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK,13,18.428571428571427,7,0.6740394155513618
Greece,2021-12-13,Overseas,"D-Block Europe, Central Cee",https://open.spotify.com/track/337kcYVjYXdLBItCw9ry3b,22,25.571428571428573,7,0.6739564998066836
Hungary,2021-12-13,Helikopter,Fazlija,https://open.spotify.com/track/3xGOOOPD2HjErQLyRFk5Wf,13,14.714285714285714,7,0.6736482820959606
Slovakia,2021-12-13,Alien Blues,Vundabar,https://open.spotify.com/track/6UjeFOCGYgMpBUtqKg1Je3,2,5.142857142857143,7,0.6736166824096778
Estonia,2021-12-13,Balling,Vibe Chemistry,https://open.spotify.com/track/0eYrKwIiqluD9dFr3STKQH,15,18.428571428571427,7,0.673590153742197
Luxembourg,2021-12-13,Do It To It,"ACRAZE, Cherish",https://open.spotify.com/track/20on25jryn53hWghthWWW3,3,3.7142857142857144,7,0.6734302942619173
Luxembourg,2021-12-13,Super Max!,Pitstop Boys,https://open.spotify.com/track/4gqOzJPGNCvEnS1u5YHOkp,7,13.571428571428571,7,0.6732843672164752
Greece,2021-12-13,Helikopter,Fazlija,https://open.spotify.com/track/3xGOOOPD2HjErQLyRFk5Wf,25,28.571428571428573,7,0.6731161928290238
Vietnam,2021-12-13,Title,Meghan Trainor,https://open.spotify.com/track/0k5hoseEJnCAbpRh38dNoI,27,31.428571428571427,7,0.6728922598482973
Hungary,2021-12-13,Rámszakadék,"Ekhoe, gyuris",https://open.spotify.com/track/5MLmJBqEizwaXqqJEzJmuV,19,23.857142857142858,7,0.6725982024375928
Romania,2021-12-13,Nothing,Bruno Major,https://open.spotify.com/track/2IAR0DziHCjSu16gR4ihvy,27,29.142857142857142,7,0.6724262927264831
Norway,2021-12-13,น้ำแดงน้ำส้ม,JV.JARVIS,https://open.spotify.com/track/1xxJiB2B3rMw8g85PPtcN7,1,1.4285714285714286,7,0.6720483327163292
Ecuador,2021-12-13,Do It To It,"ACRAZE, Cherish",https://open.spotify.com/track/20on25jryn53hWghthWWW3,7,7.714285714285714,7,0.6719708332854311
Saudi Arabia,2021-12-13,Infinity,Jaymes Young,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK,18,20.142857142857142,7,0.6717652041569784
Estonia,2021-12-13,Alien Blues,Vundabar,https://open.spotify.com/track/6UjeFOCGYgMpBUtqKg1Je3,2,3.4285714285714284,7,0.6716662375122889
Spain,2021-12-13,abcdefu,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,3,3.0,7,0.6714696971030643
Malaysia,2021-12-13,"Adiye - From ""Bachelor""","Dhibu Ninan Thomas, Kapil Kapilan",https://open.spotify.com/track/2tMoOS9grHtn4upzb4LwMG,26,33.2,5,0.6709776530532517
Panama,2021-12-13,Crying Over You ◐ (feat. RM & BEKA),HONNE,https://open.spotify.com/track/3NULjteyVVY9F7WrAXOZIG,12,20.142857142857142,7,0.6707099940951
El Salvador,2021-12-13,El Rey,Vicente Fernández,https://open.spotify.com/track/6P3dT8EkJd0LOyZklOl0Na,25,34.6,5,0.6700935644895288
Italy,2021-12-13,Spazio tempo,Francesco Gabbani,https://open.spotify.com/track/31dHcGWuV18tCPad4CkCnS,19,25.571428571428573,7,0.6699348337307799
Egypt,2021-12-13,Notion,The Rare Occasions,https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4,23,29.857142857142858,7,0.6698329760617505
Italy,2021-12-13,Helikopter,Fazlija,https://open.spotify.com/track/3xGOOOPD2HjErQLyRFk5Wf,3,3.4285714285714284,7,0.669684978134566
Guatemala,2021-12-13,Amapolas - Remix,"Leo Rizzi, Danny Ocean",https://open.spotify.com/track/44QxiGlmeSpF8boud04Rkc,7,8.857142857142858,7,0.6693456779052473
Hungary,2021-12-13,Késő már,Mehringer Marci,https://open.spotify.com/track/3FuvMgmA7axMw9sps0JM4x,5,5.857142857142857,7,0.6692641837512503
Russia,2021-12-13,Я уёбываю в джаз,Кишлак,https://open.spotify.com/track/3VeWIV9WTXUl8PcOusFjYv,12,18.142857142857142,7,0.6690664072478644
Malaysia,2021-12-13,Takut,Idgitaf,https://open.spotify.com/track/1qHddOZ7pwtmOsw0RmlKFx,7,8.714285714285714,7,0.6690118000398713
Egypt,2021-12-13,Own Brand Freestyle,"FelixThe1st, Dreya Mac, Finch Fetti",https://open.spotify.com/track/6Jzdxguk63s6CVVXHIrQ0x,10,12.714285714285714,7,0.668862224148779
Turkey,2021-12-13,Aşık Oldum Ben Sana,Maran Marangöz,https://open.spotify.com/track/3XYmEILag9izrWUfCp0dFK,5,5.857142857142857,7,0.6688161294257979
Nicaragua,2021-12-13,Do It To It,"ACRAZE, Cherish",https://open.spotify.com/track/20on25jryn53hWghthWWW3,4,4.714285714285714,7,0.6688030240857304
Argentina,2021-12-13,Own Brand Freestyle,"FelixThe1st, Dreya Mac, Finch Fetti",https://open.spotify.com/track/6Jzdxguk63s6CVVXHIrQ0x,9,9.285714285714286,7,0.6684720914158876
Taiwan,2021-12-13,What Lies Ahead,Joe Layne,https://open.spotify.com/track/3fg4SAOPo2hipn7Nmj1m7N,9,12.714285714285714,7,0.6683540758034794
Taiwan,2021-12-13,"MERRY-GO-ROUND (Feat. Zion.T, Wonstein) (Prod. Slom)",sokodomo,https://open.spotify.com/track/2eLe81VDUQ5f0xFfc9cMWz,9,10.714285714285714,7,0.6682287978962616
Taiwan,2021-12-13,我的世界不是只有你,"MxxdlifE, Popo J",https://open.spotify.com/track/5Zu3bu6kjoJ26MiQxe4AGd,9,10.857142857142858,7,0.6681644872029794
Israel,2021-12-13,Flowers (Say My Name),ArrDee,https://open.spotify.com/track/2BzAGK3lEZAQz5cU0Ae1wd,15,16.714285714285715,7,0.6677829106267549
Estonia,2021-12-13,СОЛНЦЕ МОНАКО,Lusia Chebotina,https://open.spotify.com/track/5YDBHDEIgWkfairCJgGApW,9,10.142857142857142,7,0.6677164527897205
Egypt,2021-12-13,El 3asal,"Donia Wael, El Waili",https://open.spotify.com/track/5ecSRvEKkYarFYgyFgKak8,9,9.285714285714286,7,0.6676443346088736
Egypt,2021-12-13,Inta El Haz,Amr Diab,https://open.spotify.com/track/0647xnQGtzAulUlJC8s4r4,12,13.142857142857142,7,0.6674366291644064
Poland,2021-12-13,I AM WOMAN,Emmy Meli,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb,6,7.285714285714286,7,0.667295575506713
Spain,2021-12-13,Do It To It,"ACRAZE, Cherish",https://open.spotify.com/track/20on25jryn53hWghthWWW3,4,4.0,7,0.6670326909841142
Lithuania,2021-12-13,Infinity,Jaymes Young,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK,34,37.714285714285715,7,0.6669105556028425
Romania,2021-12-13,Chandelier,Will Paquin,https://open.spotify.com/track/3REELyDyt5SPKX2387Zubv,8,15.857142857142858,7,0.6668593324833639
Mexico,2021-12-13,Cold Heart - PNAU Remix,"Elton John, Dua Lipa",https://open.spotify.com/track/7rglLriMNBPAyuJOMGwi39,25,27.857142857142858,7,0.666795769104753
Thailand,2021-12-13,ต่อจากนี้เพลงรักทุกเพลงจะเป็นของเธอเท่านั้น,NO ONE ELSE,https://open.spotify.com/track/315ar0QJiyciYkdVJUGA3w,15,16.0,7,0.6666934519613382
Belgium,2021-12-13,DTB,Merczz,https://open.spotify.com/track/6BoXckigjvnIAZVQV6lELq,6,8.714285714285714,7,0.6666413922536122
Costa Rica,2021-12-13,Hasta la Raíz,Natalia Lafourcade,https://open.spotify.com/track/3lGMtkONrZdJ8kTCg6KIFf,33,38.857142857142854,7,0.6665926014545722
Bolivia,2021-12-13,Sol,Willian,https://open.spotify.com/track/4DWWR3Zk5pka9t2BrLVc7U,14,20.285714285714285,7,0.6665609908284339
Nicaragua,2021-12-13,Para Siempre,Vicente Fernández,https://open.spotify.com/track/0uyVgmoXDbwS1ubv8AurVZ,12,17.2,5,0.6662515100808143
Morocco,2021-12-13,Chill,Inkonnu,https://open.spotify.com/track/5NwA0hLKYsFcU3FVD5hD03,15,17.0,7,0.6660804332842069
Bulgaria,2021-12-13,Pope Is a Rockstar,SALES,https://open.spotify.com/track/0So2sgVa8aJiARPl2P29u2,7,12.0,7,0.6658294835016739
El Salvador,2021-12-13,Convéncete,Princesa Alba,https://open.spotify.com/track/5UyH584f99c7qErZifyaHy,11,16.714285714285715,7,0.6654445198082979
Estonia,2021-12-13,Do It To It,"ACRAZE, Cherish",https://open.spotify.com/track/20on25jryn53hWghthWWW3,5,6.0,7,0.6652849201894382
Uruguay,2021-12-13,Volver a Vernos,Matías Valdez,https://open.spotify.com/track/6FzRjE65s7jGPVnLbx5FSr,10,11.0,7,0.6652652679989348
South Africa,2021-12-13,Own Brand Freestyle,"FelixThe1st, Dreya Mac, Finch Fetti",https://open.spotify.com/track/6Jzdxguk63s6CVVXHIrQ0x,9,13.142857142857142,7,0.6647881205094279
Egypt,2021-12-13,Guns for Hire (from the series Arcane League of Legends),Woodkid,https://open.spotify.com/track/2H3HPGuPyhcbg5AqoQ4BWr,11,13.285714285714286,7,0.664601603770461
Portugal,2021-12-13,Own Brand Freestyle,"FelixThe1st, Dreya Mac, Finch Fetti",https://open.spotify.com/track/6Jzdxguk63s6CVVXHIrQ0x,6,6.714285714285714,7,0.6645823788839892
